15,1.15E+01,4.57E+00,1.04E+01,2.79E+01,6.53E+01,1.17E+02,2.23E+02,2.38E+02,2.63E+02,1.20E+02,4.00E+01,2.03E+01,1.14E+03,50068
16,1.79E+01,3.65E+00,3.06E+00,2.96E+00,1.62E+01,4.78E+01,1.91E+01,1.54E+01,2.61E+01,1.21E+01,1.75E+01,1.23E+01,1.94E+02,46656
17,1.14E+02,1.13E+02,1.31E+02,1.20E+02,1.12E+02,7.75E+01,6.09E+01,3.81E+01,3.22E+01,3.43E+01,4.96E+01,7.25E+01,9.55E+02,53561
18,1.28E+00,7.34E-01,2.06E+00,4.81E+00,5.33E+00,1.10E+00,5.15E-01,3.81E-01,3.46E-01,2.71E+00,4.00E+00,3.19E+00,2.64E+01,53813
19,4.65E-01,3.27E-01,8.30E-01,1.66E+00,8.24E+00,2.94E+00,2.07E-01,2.01E-01,9.76E-02,1.77E+00,3.93E+00,1.70E+00,2.24E+01,53998
20,5.03E-01,3.07E-01,7.74E-01,2.16E+00,8.09E+00,6.71E+00,7.79E-01,2.33E-01,4.48E-02,1.39E+00,3.75E+00,2.39E+00,2.71E+01,53999
21,1.27E+01,1.47E+01,1.95E+01,1.51E+01,1.98E+01,1.53E+01,1.17E+01,9.76E+00,8.48E+00,6.76E+00,7.33E+00,8.50E+00,1.50E+02,22231
22,1.34E+01,3.11E+00,2.00E+00,1.98E+00,1.36E+01,3.98E+01,1.37E+01,7.16E+00,1.11E+01,3.88E+00,1.56E+01,1.52E+01,1.41E+02,46656
23,1.62E+00,1.13E+00,1.20E+00,8.66E-01,7.63E-01,4.96E-01,2.23E+00,7.99E+00,1.94E+01,6.11E+00,2.75E+00,2.03E+00,4.66E+01,47814
24,9.23E-01,5.71E-01,1.81E+00,1.02E+00,1.60E+00,1.81E-01,3.72E+00,5.42E+00,1.04E+00,1.21E+00,2.89E+00,1.03E+00,2.14E+01,46073
25,8.12E+01,4.74E+01,8.70E+01,1.02E+02,1.26E+02,4.85E+01,2.58E+01,1.51E+01,2.12E+01,9.60E+01,2.75E+02,1.87E+02,1.11E+03,54126
26,4.81E+00,1.80E+00,6.42E+00,7.04E+00,2.81E+01,6.93E+01,1.22E+02,2.09E+02,1.67E+02,1.15E+02,3.02E+01,9.22E+00,7.70E+02,47738
27,1.37E+00,8.10E-01,2.26E+00,6.19E+00,1.79E+01,2.01E+01,5.12E+01,6.16E+01,9.92E+01,5.17E+01,3.94E+00,1.26E+00,3.18E+02,50068
28,4.70E+01,2.26E+01,1.49E+01,1.48E+01,4.73E+01,1.87E+02,9.23E+01,9.17E+01,2.06E+02,2.46E+02,9.86E+01,6.00E+01,1.13E+03,46401
29,1.75E+01,5.89E+00,4.16E+00,3.89E+00,1.15E+01,7.62E+01,3.10E+01,3.10E+01,7.02E+01,9.04E+01,4.73E+01,2.38E+01,4.13E+02,46401
30,8.69E-01,5.96E-01,4.46E-01,3.79E-01,3.69E-01,1.52E+00,3.27E+00,9.65E+00,6.31E+00,3.23E+00,1.30E+00,8.99E-01,2.88E+01,52220
31,9.04E+00,1.24E+01,1.63E+01,2.16E+01,1.57E+01,7.95E+00,4.08E+00,3.89E+00,2.49E+00,2.92E+00,5.79E+00,8.95E+00,1.11E+02,54580
32,8.13E+00,1.09E+01,2.40E+01,2.69E+01,2.68E+01,1.97E+01,1.44E+01,1.01E+01,8.98E+00,6.53E+00,7.85E+00,1.01E+01,1.74E+02,21789
33,9.86E+01,7.43E+01,1.12E+02,1.27E+02,1.12E+02,4.08E+01,2.72E+01,9.66E+00,9.80E+00,4.03E+01,9.90E+01,1.04E+02,8.55E+02,54730
34,7.91E+00,1.33E+01,1.43E+01,1.29E+01,9.82E+00,6.43E+00,3.77E+00,2.12E+00,1.33E+00,1.56E+00,5.53E-01,1.60E+00,7.55E+01,54858
35,6.18E+00,1.09E+01,1.57E+01,1.54E+01,1.08E+01,3.45E+00,1.36E+00,1.34E+00,1.02E+00,2.09E+00,7.13E+00,1.04E+01,8.57E+01,55002
36,7.24E+01,3.94E+01,2.65E+01,3.29E+01,7.25E+01,2.54E+02,1.76E+02,1.91E+02,3.66E+02,3.56E+02,1.40E+02,9.58E+01,1.82E+03,46401
37,5.01E+01,3.02E+01,2.06E+01,2.89E+01,8.52E+01,2.06E+02,1.48E+02,1.28E+02,2.63E+02,3.08E+02,1.10E+02,7.12E+01,1.45E+03,46401
38,1.04E+01,1.43E+01,3.28E+01,4.01E+01,3.56E+01,2.62E+01,1.87E+01,1.28E+01,1.12E+01,8.01E+00,9.88E+00,1.21E+01,2.32E+02,21789
39,9.53E-01,5.24E-01,3.83E-01,1.48E-01,1.72E-01,1.04E+00,3.82E+00,1.32E+01,1.32E+01,6.52E+00,1.76E+00,1.24E+00,4.29E+01,47580
40,1.12E+00,8.66E-01,7.67E-01,5.95E-01,5.19E-01,5.39E-01,1.55E+00,7.23E+00,3.86E+00,2.11E+00,1.29E+00,9.30E-01,2.14E+01,47238
41,2.51E-01,1.27E-01,2.08E-01,8.27E-01,7.28E-01,6.04E-01,2.41E+00,6.27E+00,4.68E+00,2.82E+00,1.12E+00,6.37E-01,2.07E+01,46793
42,2.46E+00,3.49E+00,5.62E+00,2.92E+00,1.13E+01,4.08E+00,1.66E+00,1.31E+00,1.16E+00,2.36E+00,4.42E+00,1.41E+01,5.49E+01,55423
43,3.59E-01,9.65E-01,8.15E-01,5.73E-01,4.13E-01,2.81E-01,3.03E-01,2.44E-01,2.36E-01,3.05E-01,2.57E-01,3.22E-01,5.07E+00,55469
44,1.66E+01,1.59E+01,3.25E+01,4.45E+01,3.46E+01,2.09E+01,1.49E+01,1.16E+01,9.53E+00,8.18E+00,1.19E+01,1.27E+01,2.34E+02,28427
45,5.21E+01,4.72E+01,4.15E+01,3.57E+01,1.55E+01,3.90E+00,1.70E+00,3.59E-01,9.58E-01,7.05E+00,2.33E+01,1.68E+01,2.46E+02,55750
46,6.70E-01,2.97E-01,3.13E-01,1.38E-01,1.84E-01,2.57E+00,7.09E+00,3.04E+01,3.70E+01,1.43E+01,2.98E+00,1.17E+00,9.71E+01,47580
47,4.08E+01,1.73E+01,2.26E+01,5.96E+01,5.32E+01,1.05E+01,7.29E+00,3.76E+00,3.12E+00,5.35E+00,1.34E+01,2.01E+01,2.57E+02,56139
48,1.42E+02,7.35E+01,4.34E+01,8.13E+01,9.23E+01,1.41E+02,2.38E+02,1.90E+02,6.70E+02,6.90E+02,5.43E+02,3.16E+02,3.22E+03,50068
49,2.73E+01,1.67E+01,1.38E+01,2.33E+01,5.55E+01,1.06E+02,8.52E+01,9.31E+01,1.55E+02,1.78E+02,6.69E+01,4.14E+01,8.62E+02,46400
50,8.98E+01,4.32E+01,2.64E+01,5.81E+01,1.09E+02,2.81E+02,2.99E+02,2.96E+02,4.72E+02,4.49E+02,1.81E+02,1.41E+02,2.45E+03,46401
51,2.03E+00,1.03E+00,8.43E-01,4.47E-01,7.49E-01,7.50E-01,2.62E+00,1.18E+01,1.69E+01,7.66E+00,2.78E+00,3.14E+00,5.08E+01,47580
52,8.09E-01,4.95E-01,4.25E-01,6.65E-01,3.93E+00,4.80E+00,1.27E+01,2.49E+01,2.30E+01,8.53E+00,2.63E+00,1.18E+00,8.40E+01,52220
53,1.48E+01,1.29E+01,1.82E+01,3.46E+01,2.47E+01,1.10E+01,8.47E+00,6.93E+00,7.38E+00,5.67E+00,6.54E+00,7.60E+00,1.59E+02,28427
54,9.67E-02,9.61E-02,1.14E-01,4.92E-01,7.54E-01,5.45E-01,1.86E+00,4.99E+00,3.06E+00,3.52E-01,3.40E-08,3.46E-05,1.24E+01,47434
55,3.81E+01,8.17E+01,5.90E+01,5.06E+01,5.03E+01,1.38E+01,9.12E+00,5.58E+00,5.48E+00,1.47E+01,1.40E+01,1.96E+01,3.62E+02,57184
56,3.24E-01,9.58E-02,8.63E-02,7.91E-02,1.15E+00,1.30E+00,3.78E+00,3.65E+01,3.70E+01,1.11E+01,3.26E+00,9.27E-01,9.56E+01,47580
57,3.91E-01,2.08E-01,1.51E-01,9.34E-02,3.27E-01,4.21E-01,2.44E+00,1.40E+01,1.29E+01,5.95E+00,1.84E+00,6.58E-01,3.94E+01,47593
58,5.94E-01,4.09E-01,3.57E-01,2.44E-01,7.69E-01,1.60E+00,7.40E+00,2.89E+01,3.76E+01,1.14E+01,2.49E+00,9.59E-01,9.27E+01,47812
59,4.11E+01,5.98E+01,4.03E+01,1.79E+01,5.04E+00,1.86E+00,1.04E+00,5.99E-01,3.14E-01,7.40E-01,2.35E+00,4.43E+00,1.75E+02,57677
60,7.31E-01,5.17E-01,4.71E-01,5.36E-01,5.82E-01,1.21E+00,4.80E+00,1.35E+01,1.87E+01,9.44E+00,2.68E+00,9.48E-01,5.41E+01,52220
61,2.29E+00,1.65E+00,1.34E+00,8.47E-01,4.49E-01,5.46E-01,2.00E+00,8.93E+00,5.53E+00,3.42E+00,2.19E+00,1.36E+00,3.05E+01,47238
62,2.65E-01,1.35E-01,4.73E-01,1.69E+00,8.88E-01,3.56E+00,6.74E+00,1.89E+01,2.31E+01,8.26E+00,1.77E+00,6.23E-01,6.64E+01,47470
63,5.84E+00,4.28E+00,8.66E+00,2.05E+01,7.98E+01,1.39E+02,2.42E+02,2.08E+02,2.10E+02,7.04E+01,8.70E+00,5.11E+00,1.00E+03,50068
64,6.51E+00,3.77E+00,4.08E+00,1.10E+01,4.04E+01,6.97E+01,4.47E+01,5.89E+01,9.96E+01,1.32E+02,3.36E+01,1.33E+01,5.18E+02,47781
65,3.63E+00,1.40E+00,7.00E-01,4.17E-01,3.82E+00,7.08E+00,1.76E+01,6.09E+01,8.80E+01,4.04E+01,1.34E+01,7.15E+00,2.44E+02,47580
66,3.88E-01,3.09E-01,2.96E-01,1.39E+00,1.06E+00,2.70E+00,9.87E+00,4.02E+01,4.04E+01,1.05E+01,2.32E+00,7.93E-01,1.10E+02,52220
67,8.47E-02,3.75E-02,3.57E-01,1.88E+00,3.74E-01,2.85E+00,4.05E+00,1.21E+01,1.50E+01,9.15E+00,2.58E+00,1.43E+00,4.98E+01,38935
68,8.10E-01,2.46E-01,1.08E+00,3.05E+00,6.37E+00,3.26E+00,1.98E+01,4.58E+01,2.31E+01,7.83E+00,4.70E+00,2.79E+00,1.19E+02,47470
69,1.40E+01,9.33E+00,2.53E+01,3.61E+01,7.07E+01,4.73E+01,5.87E+01,3.17E+01,2.11E+01,2.87E+01,1.83E+01,1.46E+01,3.76E+02,10697
70,1.11E+00,8.39E-01,3.71E+00,2.33E+01,1.62E+01,5.71E+00,8.41E+00,9.72E+00,3.66E+00,4.25E+00,3.05E+00,2.18E+00,8.21E+01,9584
71,4.59E+00,2.24E+00,4.16E+00,4.43E+00,1.02E+01,4.41E+00,1.58E+01,4.21E+01,1.69E+01,1.20E+01,1.09E+01,6.71E+00,1.34E+02,48510
72,2.30E+01,6.81E+00,1.42E+01,4.52E+01,6.00E+01,1.86E+02,3.45E+02,2.53E+02,4.82E+02,2.64E+02,7.79E+01,4.75E+01,1.80E+03,50068
73,1.18E+01,8.24E+00,8.02E+00,2.39E+01,5.24E+01,1.00E+02,9.00E+01,1.05E+02,1.58E+02,1.72E+02,6.29E+01,3.38E+01,8.26E+02,48765
74,3.11E+01,1.24E+01,5.13E+00,1.10E+01,4.65E+01,5.32E+01,1.16E+02,8.31E+01,9.24E+01,1.13E+02,1.41E+02,5.09E+01,7.55E+02,48194
75,5.00E+00,1.85E+00,8.25E-01,3.50E-01,1.51E+00,2.83E+00,1.52E+01,8.53E+01,1.32E+02,6.26E+01,2.40E+01,1.10E+01,3.43E+02,47580
76,1.34E-01,1.07E-01,9.51E-02,7.06E-02,3.00E-01,8.86E-01,9.07E+00,3.09E+01,2.37E+01,7.66E+00,9.35E-01,2.69E-01,7.41E+01,51703
77,4.96E-02,3.16E-02,2.86E-02,5.55E-02,1.17E-01,8.35E-01,6.65E+00,3.27E+01,4.67E+01,1.37E+01,1.34E+00,1.82E-01,1.02E+02,52220
78,3.00E+00,6.06E+00,1.44E+01,8.79E+00,2.80E+00,9.03E-01,5.87E-01,3.98E-01,3.49E-01,2.84E-01,7.12E-01,2.12E+00,4.04E+01,59927
79,5.93E+00,3.24E+00,8.62E+00,1.51E+01,3.29E+01,3.35E+01,5.46E+01,5.85E+01,3.66E+01,2.63E+01,1.49E+01,8.74E+00,2.99E+02,22944
80,1.05E+00,9.16E-01,7.87E-01,6.09E-01,4.60E-01,1.34E+00,3.83E+00,1.39E+01,1.38E+01,4.53E+00,1.60E+00,1.19E+00,4.40E+01,52220
81,9.69E-01,6.65E-01,3.19E-01,1.44E+00,8.70E-01,4.78E-01,2.15E+00,5.98E+00,3.23E+00,1.51E+00,4.55E-01,4.46E-01,1.85E+01,48842
82,2.48E-01,1.96E-01,4.03E-01,2.14E+00,2.76E+00,6.45E+00,2.31E+01,4.47E+01,3.64E+01,1.01E+01,1.29E+00,4.85E-01,1.28E+02,48842
83,3.86E+00,3.38E+00,6.58E+00,2.55E+00,4.86E-01,2.39E-01,1.66E-01,1.11E-01,8.63E-02,8.10E-02,2.59E-01,1.18E+00,1.90E+01,60480
84,3.95E+01,4.23E+01,2.05E+01,7.85E+00,3.88E+00,1.88E+00,1.21E+00,7.60E-01,4.19E-01,7.31E-01,2.35E+00,1.21E+01,1.34E+02,60520
85,2.82E+01,3.73E+01,3.09E+01,1.29E+01,4.75E+00,3.78E+00,1.93E+00,1.99E+00,3.25E+00,4.13E+00,3.57E+00,1.43E+01,1.47E+02,60588
86,4.11E+00,3.03E+00,7.56E+00,1.54E+01,3.33E+01,4.19E+01,7.98E+01,1.20E+02,8.97E+01,4.57E+01,1.84E+01,8.12E+00,4.67E+02,38935
87,1.17E+00,4.50E-01,1.94E+00,4.62E+00,8.82E+00,1.28E+01,2.96E+01,7.28E+01,6.15E+01,1.48E+01,5.14E+00,1.36E+00,2.15E+02,47470
88,4.58E+00,6.50E+00,1.23E+01,5.80E+00,1.66E+01,5.18E+00,2.39E+00,1.41E+00,1.92E+00,4.81E+00,6.28E+00,4.18E+00,7.20E+01,60783
89,3.92E+01,2.12E+01,1.73E+01,2.74E+01,3.99E+01,5.72E+01,1.09E+02,1.06E+02,2.04E+02,2.46E+02,1.21E+02,5.85E+01,1.05E+03,50068
90,2.48E+00,2.31E+00,2.17E+00,9.15E-01,4.54E-01,2.66E-01,1.96E-01,1.34E-01,9.50E-02,1.07E-01,2.59E-01,4.20E-01,9.81E+00,61205
91,1.60E+01,5.73E+00,3.28E+00,9.68E-01,3.66E-01,9.75E-02,1.24E-01,7.42E-02,8.20E-02,1.41E-01,4.87E-01,1.12E+00,2.85E+01,61224
92,3.39E+00,1.72E+00,3.32E+00,1.55E+01,5.32E+01,6.94E+01,6.57E+01,6.70E+01,1.24E+02,1.41E+02,5.63E+01,1.51E+01,6.16E+02,48767
93,5.40E-01,2.08E-01,1.82E-01,8.89E-02,7.87E-01,2.17E+00,1.07E+01,4.52E+01,7.96E+01,2.70E+01,4.88E+00,1.39E+00,1.73E+02,48779
94,1.12E+01,3.62E+00,3.09E+00,6.44E-01,3.01E-01,1.43E-01,1.07E-01,6.89E-02,9.55E-02,9.20E-02,4.78E-01,1.18E+00,2.10E+01,62875
95,1.25E+01,2.76E+00,8.01E+00,1.31E+00,3.50E-01,1.95E-01,1.41E-01,1.20E-01,3.40E-01,4.73E-01,1.11E+00,2.89E+00,3.02E+01,63044
96,1.35E+01,3.29E+00,1.47E+01,2.69E+00,9.13E-01,2.47E-01,1.90E-01,2.97E-01,1.35E+00,1.70E+00,3.20E+00,4.93E+00,4.70E+01,63209
97,1.55E-01,1.05E-01,8.13E-02,5.51E-01,1.47E+00,4.02E+00,2.12E+01,4.73E+01,2.63E+01,3.39E+00,4.13E-01,1.96E-01,1.05E+02,52220
98,4.38E-01,4.02E-01,4.02E-01,4.41E-01,5.59E-01,2.23E+00,1.28E+01,2.61E+01,2.61E+01,3.68E+00,1.03E+00,5.61E-01,7.48E+01,48842
99,2.73E-01,2.35E-01,1.59E-01,6.79E-01,1.51E+00,4.76E+00,1.36E+01,2.36E+01,1.98E+01,4.58E+00,8.11E-01,3.94E-01,7.03E+01,48842
100,8.67E-01,3.07E+00,3.35E+00,3.81E-01,6.22E-01,1.03E+00,7.34E-01,1.18E+00,4.70E-01,1.50E-01,1.71E+00,9.28E-01,1.45E+01,63983
101,2.81E-01,1.95E-01,2.07E-01,4.63E-01,1.00E+00,2.46E+00,5.68E+00,1.16E+01,2.13E+01,4.70E+00,7.97E-01,3.66E-01,4.91E+01,48842
102,1.34E+00,1.11E+00,1.11E+00,1.09E+00,1.43E+00,2.39E+00,9.09E+00,1.90E+01,1.99E+01,4.38E+00,2.09E+00,1.59E+00,6.46E+01,48842
103,7.90E+01,6.80E+01,3.88E+01,1.93E+01,2.01E+01,1.53E+01,1.34E+01,1.11E+01,1.09E+01,1.84E+01,2.60E+01,4.53E+01,3.66E+02,24055
104,4.42E+01,3.72E+01,3.71E+01,3.54E+01,3.55E+01,5.25E+01,8.03E+01,6.70E+01,6.77E+01,8.12E+01,5.72E+01,6.09E+01,6.56E+02,65020
105,4.97E-01,2.90E-01,2.21E-01,1.06E-01,6.28E-01,1.62E+00,4.87E+00,5.81E+01,1.07E+02,4.32E+01,4.39E+00,1.39E+00,2.23E+02,49333
106,1.21E+00,1.03E+00,9.89E-01,1.05E+00,6.01E-01,1.04E+00,2.67E+00,3.27E+01,2.96E+01,9.84E+00,2.41E+00,1.48E+00,8.46E+01,52220
107,3.01E+01,2.32E+01,2.52E+01,3.11E+01,2.46E+01,1.70E+01,3.70E+01,2.15E+01,2.97E+01,5.44E+01,3.81E+01,5.95E+01,3.91E+02,65372
108,8.43E+00,8.33E+00,7.34E+00,6.41E+00,3.93E+00,1.38E+00,2.21E+00,1.63E+00,3.12E+00,6.04E+00,9.97E+00,1.57E+01,7.45E+01,65481
109,5.02E+01,3.63E+01,2.97E+01,1.94E+01,2.23E+01,1.74E+01,1.58E+01,1.22E+01,1.00E+01,1.47E+01,1.98E+01,3.48E+01,2.83E+02,23596
110,7.77E-01,5.66E-01,5.97E-01,4.62E-01,6.02E-01,2.00E+00,7.95E+00,4.43E+01,6.23E+01,1.51E+01,4.77E+00,1.56E+00,1.41E+02,48842
111,1.65E+01,9.59E+00,7.11E+00,5.00E+00,9.24E+00,1.97E+01,7.30E+01,1.72E+02,2.55E+02,1.39E+02,6.11E+01,3.02E+01,7.98E+02,49333
112,1.13E+01,5.69E+00,3.91E+00,2.09E+00,5.19E+00,7.35E+00,3.09E+01,1.03E+02,1.88E+02,9.24E+01,4.14E+01,1.96E+01,5.11E+02,48779
113,1.24E+01,5.62E+00,2.80E+00,1.34E+00,4.01E+00,4.70E+00,2.95E+01,1.08E+02,1.74E+02,9.35E+01,4.20E+01,2.02E+01,4.98E+02,47580
114,1.12E+01,5.66E+00,3.60E+00,3.43E+00,8.80E+00,1.73E+01,5.83E+01,1.21E+02,1.54E+02,8.32E+01,3.77E+01,1.94E+01,5.24E+02,47580
115,6.33E-01,8.02E-01,3.52E+00,4.70E-01,3.03E+00,2.96E-01,3.46E+00,1.11E+01,5.69E+00,3.75E+00,1.25E+00,4.34E-01,3.44E+01,49081
116,3.48E-01,1.41E-01,3.94E-01,1.91E+00,3.38E+00,9.96E+00,3.16E+01,7.22E+01,4.11E+01,1.16E+01,1.03E+00,2.81E-01,1.74E+02,52220
117,2.94E-01,3.32E-01,5.95E-01,2.16E+00,4.08E+00,8.80E+00,2.26E+01,4.34E+01,3.43E+01,9.82E+00,1.33E+00,3.08E-01,1.28E+02,51703
118,6.24E+00,9.60E+00,2.11E+01,2.19E+01,2.76E+01,1.75E+01,1.36E+01,9.22E+00,7.81E+00,5.86E+00,6.38E+00,8.88E+00,1.56E+02,21789
119,7.17E+01,4.37E+01,4.64E+01,7.36E+01,1.61E+02,2.13E+02,2.19E+02,2.18E+02,1.93E+02,8.58E+01,9.72E+01,7.82E+01,1.50E+03,66276
120,4.90E-01,5.99E-01,4.15E-01,3.26E+00,6.55E+00,1.15E+01,1.96E+01,3.63E+01,7.54E+01,3.86E+01,3.90E+00,7.40E-01,1.97E+02,52220
121,6.37E-01,3.83E-01,2.54E-01,2.88E+00,2.04E+00,7.19E+00,1.29E+01,4.47E+01,4.77E+01,1.16E+01,1.59E+00,6.56E-01,1.33E+02,52220
122,1.67E-01,1.13E-01,1.04E-01,2.32E-01,7.67E-01,3.44E+00,5.74E+00,1.98E+01,2.80E+01,4.23E+00,7.51E-01,2.24E-01,6.35E+01,48842
123,1.45E+02,7.89E+01,6.99E+01,1.07E+02,2.05E+02,2.43E+02,2.54E+02,2.93E+02,2.64E+02,1.34E+02,2.17E+02,2.04E+02,2.22E+03,66381
124,1.86E-01,7.95E-02,2.97E-01,1.39E+00,2.26E+00,4.43E+00,5.98E+00,1.19E+01,1.32E+01,6.23E+00,1.70E+00,6.57E-01,4.82E+01,38935
125,1.82E+02,6.71E+01,4.62E+01,8.13E+01,1.67E+02,2.06E+02,2.15E+02,2.54E+02,2.12E+02,1.07E+02,1.60E+02,2.17E+02,1.91E+03,66417
126,1.25E+00,1.19E+00,4.27E+00,1.12E+01,1.72E+01,1.38E+01,1.53E+01,1.92E+01,2.10E+01,1.72E+01,5.34E+00,7.97E-01,1.28E+02,38935
127,1.04E+01,9.87E+00,2.60E+01,3.66E+01,2.74E+01,1.82E+01,1.28E+01,1.02E+01,8.51E+00,5.83E+00,7.34E+00,9.35E+00,1.82E+02,28427
128,8.42E+00,3.82E+00,6.00E+00,1.44E+01,2.36E+01,4.95E+01,9.98E+01,8.71E+01,1.71E+02,1.45E+02,3.28E+01,1.46E+01,6.56E+02,50068
129,2.43E+00,1.86E+00,1.19E+00,4.97E+00,3.24E+01,5.62E+01,6.26E+01,6.59E+01,6.59E+01,8.83E+01,4.58E+01,8.54E+00,4.36E+02,49686
130,7.37E+00,4.09E+00,4.68E+00,5.60E+00,1.33E+01,2.05E+01,5.48E+01,8.93E+01,1.28E+02,7.93E+01,3.08E+01,1.31E+01,4.51E+02,52220
131,1.52E+00,1.31E+00,1.02E+00,8.93E-01,2.06E+00,2.55E+00,2.27E+00,3.11E+00,3.58E+00,4.73E+00,3.79E+00,2.53E+00,2.93E+01,66644
132,2.15E-01,1.13E-01,3.14E-01,1.52E+00,2.58E+00,3.81E+00,1.43E+01,4.04E+01,3.55E+01,7.32E+00,7.93E-01,2.58E-01,1.07E+02,51703
133,4.58E+02,2.04E+02,1.17E+02,1.00E+02,1.26E+02,1.18E+02,8.94E+01,7.99E+01,7.25E+01,9.31E+01,1.62E+02,2.63E+02,1.88E+03,66648
134,8.45E+00,6.47E+00,1.26E+01,2.37E+01,7.54E+01,3.13E+01,5.50E+01,3.66E+01,2.45E+01,2.83E+01,1.25E+01,9.07E+00,3.24E+02,6736
135,6.33E-01,7.76E-01,5.45E-01,5.17E-01,6.17E-01,1.05E+00,6.84E-01,1.14E+00,1.00E+00,1.02E+00,6.46E-01,1.38E+00,1.00E+01,66779
136,2.46E-01,4.99E-01,4.28E-01,3.35E+00,4.20E+00,1.16E+01,1.53E+01,2.38E+01,6.76E+01,4.03E+01,5.12E+00,7.57E-01,1.73E+02,52220
137,2.59E-01,1.56E-01,2.49E-01,1.55E+00,3.55E+00,5.53E+00,3.79E+01,3.37E+01,2.94E+01,1.33E+01,2.67E+00,6.14E-01,1.29E+02,48842
138,1.24E+00,8.49E-01,1.69E+00,1.50E+00,8.23E-01,1.31E+00,1.38E+00,2.01E+00,2.44E+00,1.71E+00,1.49E+00,2.19E+00,1.86E+01,66834
139,7.01E+00,3.20E+00,5.39E+00,4.20E+00,3.42E+00,3.69E+00,3.48E+00,5.45E+00,7.22E+00,9.32E+00,8.05E+00,8.37E+00,6.88E+01,66847
140,5.43E-01,2.84E-01,1.95E+00,5.36E+00,7.05E+00,1.77E+01,2.87E+01,5.23E+01,5.79E+01,2.21E+01,3.08E+00,5.23E-01,1.97E+02,51875
141,4.59E-01,6.81E-01,1.03E+00,4.98E+00,9.25E+00,1.80E+01,2.20E+01,2.63E+01,8.36E+01,4.85E+01,6.44E+00,1.06E+00,2.22E+02,51703
142,2.64E-01,6.52E-01,7.76E-01,4.80E+00,5.89E+00,1.55E+01,1.31E+01,1.41E+01,6.75E+01,5.01E+01,7.71E+00,9.95E-01,1.81E+02,51703
143,5.41E-01,2.28E-01,4.74E-01,1.99E+00,5.05E+00,6.14E+00,1.55E+01,2.78E+01,3.33E+01,1.38E+01,3.66E+00,1.15E+00,1.10E+02,48842
144,5.41E-01,2.89E-01,1.51E+00,6.28E+00,9.37E+00,1.09E+01,1.57E+01,2.73E+01,4.50E+01,2.07E+01,5.97E+00,1.87E+00,1.45E+02,38935
